judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,source_domain,artikel_berita,status,error,is_empty
Jawaban Nyeleneh Menkeu Purbaya Soal Gaji Pejabat Naik,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164973/jawaban-nyeleneh-menkeu-purbaya-soal-gaji-pejabat-naik,liputan6,2025-09-21 19:15:34+07:00,www.liputan6.com,"Liputan6.com, Jakarta Presiden Prabowo Subianto telah mengesahkan Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 pada 30 Juni 2025. Regulasi ini merupakan pemutakhiran dari Rencana Kerja Pemerintah (RKP) Tahun 2025, menggantikan Perpres Nomor 109 Tahun 2024.
Dalam pemutrakhiran RKP 2025 pada delapan program hasil terbaik cepat itu, Presiden Prabowo menaikkan gaji ASN terutama guru, dosen, tenaga kesehatan dan penyuluh, TNI/Polri dan pejabat negara.
Menkeu Purbaya Blak-blakan Ketua Banggar DPR Tak Berani Setuju 5 Liter Minyak Subsidi
Menkeu Purbaya Blak-blakan Ketua Banggar DPR Tak Berani Setuju 5 Liter Minyak Subsidi
Ekspresi Menkeu Purbaya Pose Jempol Andalan, Senyum Lebar Foto Bareng Puan Serahkan RAPBN
Ekspresi Menkeu Purbaya Pose Jempol Andalan, Senyum Lebar Foto Bareng Puan Serahkan RAPBN
Rupiah Amblas Lagi, Ini Biang Keroknya
Rupiah Amblas Lagi, Ini Biang Keroknya
""Dokumen pemutakhiran Rencana Kerja Pemerintah Tahun 2025 merupakan bagian dari dokumen sebagaimana diatur dalam Peraturan Presiden Nomor 109 Tahun 2024 tentang Rencana Kerja Pemerintah Tahun 2025 yang telah dimutakhirkan berdasarkan Undang-Undang Nomor 62 Tahun 2024 tentang Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2025,"" demikian seperti dikutip dari pasal 1 RKP Tahun 2025.
Saat ditanya soal Pepres Nomor 79 Tahun 2025 khususnya terkait dengan kenaikan gaji ASN hingga pejabat negara, Menkeu Purbaya Yudhi Sadewa pun menanggapinya sambil bercanda.
Purbaya berkelakar jika ada kenaikan gaji bagi ASN dan pejabat negara, artinya gajinya sebagai menteri keuangan juga ikut naik.
""Berarti saya naik gajinya kalau gitu. Boleh juga nih,"" tutur Purbaya dengan nada bercanda.
Namun demikina, Purbaya mengatakan pihaknya masih akan mempelajari soal rencana kenaikan gaji ASN dan pejabat dalam Perpres Nomor 79 Tahun 2025.
""Saya belum bisa jawab. Saya pelajari dulu ya,"" kata dia.
Sebelumnya, Presiden Prabowo Subianto telah mengesahkan Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 pada 30 Juni 2025. Regulasi ini merupakan pemutakhiran dari Rencana Kerja Pemerintah (RKP) Tahun 2025, menggantikan Perpres Nomor 109 Tahun 2024.
""Dokumen pemutakhiran Rencana Kerja Pemerintah Tahun 2025 merupakan bagian dari dokumen sebagaimana diatur dalam Peraturan Presiden Nomor 109 Tahun 2024 tentang Rencana Kerja Pemerintah Tahun 2025 yang telah dimutakhirkan berdasarkan Undang-Undang Nomor 62 Tahun 2024 tentang Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2025,"" demikian seperti dikutip dari pasal 1 RKP Tahun 2025.
Pada perubahan RKP 2025 dalam Perpres 79 Tahun 2025 menyebutkan tahapan pertama dalam Rencana Pembangunan Jangka Panjang Nasional (RPJN) 2025-2045 dan penjabaran tahun pertama Rencana Pembangunan Jangka Menengah Nasional (RPJMN) 2025-2029, estafet pembangunan perlu dilakukan secara akseleratif untuk menjaga kesinambangunan kemajuan bangsa Indonesia.
“Untuk menjaga kesinambungan kemajuan bangsa Indonesia. Oleh karena itu, pada RKP Tahun 2025 disusun 83 Kegiatan Prioritas Utama yang menjadi penekanan, termasuk di dalamnya delapan Program Hasil Terbaik Cepat, yang memuat inisiatif untuk menghasilkan output signifikan dalam mencapai sasaran pembangunan nasional,” demikian seperti dikutip dari lampiran RKP Tahun 2025 itu.
Dalam pemutrakhiran RKP 2025 pada delapan program hasil terbaik cepat itu, Presiden Prabowo menaikkan gaji ASN terutama guru, dosen, tenaga kesehatan dan penyuluh, TNI/Polri dan pejabat negara.
Berikut 8 Program Hasil Terbaik Cepat dalam Rencana Kerja Pemerintah (RKP) Tahun 2025:
1. Memberi Makan Siang dan Susu Gratis di sekolah dan pesantren serta bantuan gizi untuk anak balita dan ibu hamil.
2.Menyelenggarakan pemeriksaan kesehatan gratis, menuntaskan kasus TBC dan membangun rumah sakit lengkap berkualitas di kabupaten
3.Mencetak dan meningkatkan produktivitas lahan pertanian dengan lumbung pangan desa, daerah dan nasional
4.Membangun sekolah-sekolah unggul terintegrasi di setiap kabupaten dan memperbaiki sekolah-sekolah yang perlu renovasi
5.Melanjutkan dan menambahkan program kartu-kartu kesejahteraan sosial serta kartu usaha untuk menghilangkan kemiskinan absolut
6.Menaikkan gaji ASN terutama guru, dosen, tenaga kesehatan dan penyuluh, TNI/Polri dan pejabat negara.
7.Melanjutkan pembangunan infrastruktur desa dan kelurahan, bantuan langsung tunai (BLT) dan menjamin penyediaan rumah murah bersanitasi baik untuk yang membutuhkan terutama generasi milenial, generasi Z dan masyarakat berpenghasilan rendah (MBR),
8.Mendirikan Badan Penerimaan Negara (BPN) dan meningkatkan rasio penerimaan negara terhadap produk domestik bruto (PDB) ke 23%.
Sementara itu, dalam Peraturan Presiden Republik Indonesia Nomor 109 Tahun 2024 terkait program hasil terbaik cepat pada poin enam hanya menyebutkan menaikkan gaji ASN (terutama guru, dosen, tenaga kesehatan, dan penyuluh). TNI/Polri. Selain itu, poin delapan menyebutkan optimalisasi penerimaan negara.",ok_site_specific,,False
"Saham Haji Isam Terbang Lagi, Diam-diam Hartanya Tembus Rp 54 TMarket1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922130224-17-669065/saham-haji-isam-terbang-lagi-diam-diam-hartanya-tembus-rp-54-t,cnbc,2025-09-22 00:00:00+07:00,www.cnbcindonesia.com,"Saham Haji Isam Terbang Lagi, Diam-diam Hartanya Tembus Rp 54 T
Jakarta, CNBC Indonesia - Saham yang dimiliki dan terafiliasi dengan pengusaha asal Kalimantan Samsudin Andi Arsyad atau Haji Isam kembali melesat dan menyentuh batas auto rejection atas (ARA) pada perdagangan hari ini, Senin (22/9/2025).
Saham Jhonlin Agro Raya (JARR) melesat 24,77% ke Rp 2.720 per saham dengan total nilai transaksi hari ini RP 45 miliar dan kapitalisasi pasar Rp 25,11 triliun. Adapun saham JARR telah melesat 777% sejak awal tahun. Saham ini diketahui telah masuk radar bursa sebanyak dua kali karena adanya pola transaksi tidak wajar dan juga perdagangannya telah ditangguhkan (suspensi) sebanyak dua kali tahun ini.
Sementara itu saham lainnya yang terafiliasi dengan Haji Isam yakni Pradiksi Gunatama (PGUN) juga menyentuh ARA, naik 10% ke Rp 7.425 per saham dengan kapitalisasi pasar Rp 42,60 triliun. Meski naik signifikan nilai transaksi harian PGUN yang saat ini diperdagangkan di papan pemantauan khusus tergolong sangat kecil atau hanya Rp 161 juta hari ini. Saham PGUN sejak awal tahun (YTD) telah naik 1.651% dan menjadi emiten dengan kenaikan tertinggi nomor 4 tahun ini di Bursa Efek Indonesia (BEI).
Dengan kenaikan tinggi ini, saham PGUN tercatat telah tiga kali masuk radar bursa karena adanya pola transaksi tidak wajar dan juga perdagangannya telah ditangguhkan (suspensi) sebanyak tiga kali tahun ini.
Terakhir ada saham Dana Brata Luhur (TEBE) yang hari ini perdagangannya disuspensi bursa dan harga sahammnya telah melesat 261% sejak awal tahun.
Harta Haji Isam Melonjak Hingga Rp 54 Triliun
Cerita mengenai kekayaan Haji Isam sudah lama beredar luas, bahkan Ia disebut sebagai crazy rich Kalimantan. Akan tetapi sebelumnya hanya beredar secara terbatas. Kini kisah hidupnya telah menggema secara nasional.
Haji Isam kini terbilang sering menghadiri acara penting dan bahkan sudah berbagi meja dengan pengusaha kakap nasional yang namanya telah besar duluan seperti penerus trah konglomerasi bisnis Sinar Mas Group Franky Oesman Wijaya.
Beberapa waktu lalu Haji Isam juga ikut dibawa Presiden Prabowo menemui salah satu orang terkaya dunia pendiri Microsoft, Bill Gates, dalam lawatannya ke Indonesia.
Meski namanya makin sering terdengar, Haji Isam tergolong orang kaya baru. Tentu saja ini bila dibandingkan dengan nama-nama seperti keluarga Salim, Wijaya, hingga Hartono.
Kekayaan Haji Isam melonjak signifikan beberapa tahun terakhir khususnya setelah perusahaannya melantai di Bursa Efek Indonesia. Meskipun sejumlah harta kekayaannya juga digenggam lewat kepemilikan saham di perusahaan non-publik.
Berdasarkan perhitungan CNBC Indonesia, harta Haji Isam yang terikat secara langsung dan tidak langsung lewat JARR mencapai Rp 19,82 triliun. Sementara itu, harta keluarga Haji Isam yang terikat secara tidak langsung lewat PGUN mencapai 32,67 triliun. Lalu terakhir hartanya yang terikat di TEBE lewat kepemilikan tidak langsung mencapai Rp 2,23 triliun. Artinya secara total harta kekayaan Haji Isam di perusahaan publik saja dan tercatat di BEI telah mencapai Rp 54,72 triliun atau lebih dari US$ 3,33 miliar.
(fsd/fsd)
[Gambas:Video CNBC]
Next Article Emiten Haji Isam (JARR) Cetak Laba Rp 59,7 M Kuartal I-2025, Naik 98%",ok_trafilatura,,False
"Kakorlantas Siap Evaluasi Permintaan Voorijder Marak di Medsos: Kawal Boleh, Tatetot Dikurangi",,https://www.tribunnews.com/nasional/7731924/kakorlantas-siap-evaluasi-permintaan-voorijder-marak-di-medsos-kawal-boleh-tatetot-dikurangi,tribunnews,2025-09-22 15:05:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
"Suara Serak Bisa Jadi Gejala Kanker Pita Suara, Dokter Minta Jangan Sepelekan",,https://www.tribunnews.com/kesehatan/7731634/suara-serak-bisa-jadi-gejala-kanker-pita-suara-dokter-minta-jangan-sepelekan,tribunnews,2025-09-21 23:37:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
Interpol Sebut Tidak Bisa Upaya Paksa Tangkap Sofyan Iskandar Nugroho meski Berstatus Red Notice AS,,https://www.tribunnews.com/nasional/7731946/interpol-sebut-tidak-bisa-upaya-paksa-tangkap-sofyan-iskandar-nugroho-meski-berstatus-red-notice-as,tribunnews,2025-09-22 15:27:00+07:00,www.tribunnews.com,,fetch_failed,Request failed,True
Waspada! Pelemahan Rupiah Menuju Level 16.900 per Dolar AS,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165399/waspada-pelemahan-rupiah-menuju-level-16900-per-dolar-as,liputan6,2025-09-22 13:30:11+07:00,www.liputan6.com,"Liputan6.com, Jakarta - Pengamat mata uang dan komoditas Ibrahim Assuaibi, mengatakan nilai tukar rupiah terus menunjukkan pelemahan signifikan dalam beberapa hari terakhir.
Kata Ibrahim tren ini bukanlah kejutan besar, sebab Menteri Keuangan sebelumnya Sri Mulyani sudah memproyeksikan rupiah berada di kisaran Rp 16.900 per dolar Amerika Serikat (AS) dalam APBN 2025. Saat ini, arah pergerakan mata uang nasional seakan membenarkan ramalan tersebut.
Rupiah Amblas Lagi, Ini Biang Keroknya
Rupiah Amblas Lagi, Ini Biang Keroknya
Rupiah Bawa Kabar Baik Usai Anjlok Kemarin
Rupiah Bawa Kabar Baik Usai Anjlok Kemarin
LPS Potong Tingkat Bunga Penjaminan Saat Kredit Bank Tumbuh Positif
LPS Potong Tingkat Bunga Penjaminan Saat Kredit Bank Tumbuh Positif
“Jadi, jangan heran apa yang diperkirakan oleh Sri Mulyani di APBN 2025 bahwa rupiah ini di Rp 16.900 kemungkinan besar akan terjadi,” kata Ibrahim dalam keterangannya, Senin (22/9/2025).
Ibrahim menegaskan bahwa pelemahan rupiah bukan hanya karena faktor eksternal, tetapi juga dipicu ketidakpastian di dalam negeri. Salah satu penyebab utamanya adalah pernyataan-pernyataan dari para pejabat di sektor ekonomi yang dinilai lebih sarat muatan politik ketimbang memberikan kepastian ekonomi.
Situasi ini menekan persepsi investor. Ketidakjelasan arah kebijakan membuat pasar meragukan kemampuan pemerintah menjaga stabilitas, sehingga modal asing memilih keluar. Tekanan terhadap rupiah pun semakin sulit ditahan.
“Banyak yang mengatakan bahwa Menteri Keuangan kebanyakan adalah memberikan bumbu-bumbu politik dibandingkan bumbu-bumbu ekonomi. Nah, ini yang sebenarnya membuat arus modal asing kembali lagi mengalami penarikan besar-besaran ke luar negeri,” ujarnya.
Maka dengan kondisi seperti ini, level Rp 16.900 per dolar AS yang dulu hanya sekadar proyeksi kini menjadi ancaman nyata. Bahkan, jika ketidakpastian berlanjut, bukan tidak mungkin Rupiah akan melewati angka tersebut.
Selain faktor domestik, kondisi global memang turut memberikan tekanan, mulai dari perang Rusia-Ukraina hingga ketidakpastian politik di Amerika Serikat. Namun, faktor eksternal ini seharusnya bisa diredam dengan komunikasi yang tepat dan strategi kebijakan yang konsisten.
Jika pemerintah gagal memberikan kepastian, maka potensi Rupiah menembus proyeksi Rp 16.900 per dolar AS sebagaimana diperkirakan dalam APBN 2025 bisa menjadi kenyataan lebih cepat. Bahkan, risiko pelemahan lebih dalam juga terbuka lebar.
Tercatat pada hari ini Senin (22/9/2025), rupiah di pembukaan perdagangan Jakarta melemah sebesar 33 poin atau 0,20 persen menjadi Rp 16.634 per dolar AS dari sebelumnya Rp 16.601 per dolar AS.",ok_site_specific,,False
"400 Perusahaan Dunia Bakal Kumpul di Jakarta, Catat Tanggalnya",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164871/400-perusahaan-dunia-bakal-kumpul-di-jakarta-catat-tanggalnya,liputan6,2025-09-21 15:30:09+07:00,www.liputan6.com,"Liputan6.com, Jakarta Pameran Komponen Manufaktur Furnitur Internasional (IFMAC) dan Pameran Mesin Pengerjaan Kayu (WOODMAC) 2025 akan kembali menjadi platform utama bagi perusahaan-perusahaan yang ingin berkembang di industri manufaktur furnitur dan pengerjaan kayu yang berkembang pesat di Indonesia.
Pada edisi 2025, IFMAC WOODMAC akan menampilkan teknologi terobosan yang akan mendefinisikan kembali masa depan produksi furnitur & perkayuan.
Trik Membuat Warung Sembako Mini di Teras Rumah agar Terlihat Luas
Trik Membuat Warung Sembako Mini di Teras Rumah agar Terlihat Luas
9 Model Teras Dinding Roster Minimalis Terbaru 2025, Inspirasi Estetik dan Sederhana
9 Model Teras Dinding Roster Minimalis Terbaru 2025, Inspirasi Estetik dan Sederhana
Material-Material Unik untuk Furnitur Masa Depan yang Lebih Berkelanjutan
Material-Material Unik untuk Furnitur Masa Depan yang Lebih Berkelanjutan
Dengan dukungan kuat dari para pemimpin industri lokal dan badan pemerintah, IFMAC WOODMAC terus memberikan peluang yang tak tertandingi bagi perusahaan internasional dan domestik untuk memperluas jejak mereka di pasar Indonesia yang dinamis.
Kolaborasi strategis ini bertujuan untuk meningkatkan pameran IFMAC WOODMAC yang sudah berkembang sangat pesat, menciptakan ekosistem sinergis yang menghubungkan seluruh rantai nilai produksi furnitur dan pengerjaan kayu di bawah satu atap, mencakup bahan baku, komponen, fitting, alat dan mesin produksi canggih, serta teknologi interior dan solusi desain terkini.
Acara yang diselenggarakan bersama ini akan mencakup area lebih dari 17.000 meter persegi di enam hall, IFMAC WOODMAC akan diselenggarakan di Hall B3 dan C3 di Jakarta International Expo (JIExpo) pada tanggal 24 - 27 September 2025.
“Industri perkayuan terus berkembang dan menuntut solusi produksi yang semakin canggih. IFMAC WOODMAC menjadi akses penting bagi produsen nasional untuk menjangkau teknologi global dan meningkatkan daya saing sektor ini. Karena itu, para anggota ISWA menyambut baik kesempatan berinteraksi dengan peserta pameran dan pengunjung,” kata Ketua Umum Asosiasi Pengusaha Kayu Gergajian dan Kayu Olahan Indonesia (ISWA) H.M. Wiradadi Soeprayogo, Minggu (21/9/2025).
Seiring dengan semakin aktifnya Indonesia memperkuat posisinya sebagai eksportir produk berbasis kayu di pasar global, keberadaan IFMAC WOODMAC menjadi semakin strategis dalam mendukung industri kita agar tetap unggul dalam penerapan praktik manufaktur yang efisien dan berkelanjutan serta pengembangan inovasi di bidang teknologi produksi panel.
“Pameran ini berperan sebagai wadah pertemuan penting bagi para pelaku industri, mulai dari pemasok, pembeli, hingga pemimpin dalam segmen panel kayu,” papar Bambang Soepijanto, Ketua Umum APKINDO (Asosiasi Panel Kayu Indonesia).
Acara ini menawarkan peluang jejaring yang tak tertandingi untuk terhubung dengan para pemimpin industri global, importir, eksportir, dan produsen lokal, yang memungkinkan terjalinnya kemitraan strategis. Wawasan pasar juga tersedia melalui presentasi teknis dan seminar tentang keberlanjutan dan tren global.
Pada akhirnya, para peserta dapat berinteraksi dengan para pengambil keputusan untuk mengamankan kesepakatan, memperluas jangkauan pasar, dan meningkatkan kepercayaan merek di lanskap persaingan Indonesia.
Edisi 2025 akan melayani peserta pameran dan pengunjung dari seluruh Asia Tenggara dan sekitarnya, mengukuhkan posisinya sebagai acara yang harus dihadiri oleh para pemangku kepentingan industri.
Dengan menampilkan profil peserta yang beragam, acara ini mengantisipasi partisipasi lebih dari 400 perusahaan yang mewakili 20 negara, dan diharapkan dapat menarik lebih dari 15.000 peserta, termasuk para profesional, pembeli, dan pengambil keputusan.
Pameran yang diperluas ini akan berfungsi sebagai platform yang komprehensif untuk bisnis, menawarkan peluang yang tak tertandingi untuk membangun jaringan dan berbagi pengetahuan di seluruh industri manufaktur furnitur dan pengerjaan kayu.",ok_site_specific,,False
Cara Warga Kontribusi untuk Jakarta yang Lebih Baik dan Nyaman,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163327/cara-warga-kontribusi-untuk-jakarta-yang-lebih-baik-dan-nyaman,liputan6,2025-09-21 16:34:17+07:00,www.liputan6.com,"Liputan6.com, Jakarta Retribusi sering kali luput dari perhatian, padahal instrumen ini memiliki peran penting dalam mendukung pembangunan kota. Retribusi adalah iuran yang dibayarkan masyarakat atas pemanfaatan jasa atau fasilitas yang disediakan pemerintah daerah.
Contohnya retribusi parkir di tempat umum, retribusi pasar tradisional, atau retribusi terminal. Dana yang terkumpul dari iuran ini digunakan untuk menjaga serta meningkatkan kualitas layanan publik yang sehari-hari digunakan warga.
Pajak Hiburan Kini Bernama PBJT, Ini Manfaatnya bagi Pelaku Usaha dan Masyarakat
Pajak Hiburan Kini Bernama PBJT, Ini Manfaatnya bagi Pelaku Usaha dan Masyarakat
Hapus Sanksi Pajak Kendaraan Bermotor, Ini Target Pemprov DKI Jakarta
Hapus Sanksi Pajak Kendaraan Bermotor, Ini Target Pemprov DKI Jakarta
Di Jakarta, retribusi menjadi salah satu sumber Pendapatan Asli Daerah (PAD). Artinya, setiap rupiah yang dibayarkan masyarakat akan kembali dalam bentuk layanan yang lebih baik. Jenis retribusi beragam, mulai dari jasa umum, jasa usaha, hingga perizinan tertentu. Misalnya, retribusi kebersihan, retribusi pelayanan pasar, hingga retribusi pelayanan terminal.
Kini, sistem pembayaran retribusi semakin modern. Masyarakat dapat membayar dengan mudah melalui kanal resmi Pemprov DKI, seperti Teller dan ATM Bank Jakarta, aplikasi pembayaran (Go-Tagihan, Shopee, Blibli, OVO, dan JakOne Mobile), kasir Indomaret dan Alfamart, hingga QRIS. Digitalisasi ini mempermudah warga sekaligus memastikan pengelolaan retribusi lebih transparan dan akuntabel.
Manfaat retribusi bisa langsung dirasakan masyarakat. Tanpa retribusi parkir, fasilitas parkir bisa terbengkalai. Jika retribusi pasar tidak dibayarkan, kebersihan dan kenyamanan pasar akan menurun. Dengan membayar retribusi, warga turut menjaga agar fasilitas publik tetap terawat dan berfungsi baik. Dengan kata lain, retribusi bukan hanya kewajiban, tetapi bentuk gotong royong bersama untuk membuat Jakarta lebih tertib dan nyaman.
Selain itu, retribusi menjadi penopang keberlanjutan pembangunan di berbagai sektor: mulai dari perbaikan infrastruktur, penyediaan ruang publik yang lebih layak, hingga layanan kebersihan kota. Dengan adanya retribusi, pembiayaan pembangunan tidak bertumpu pada satu sumber, melainkan terbagi lebih adil kepada semua pengguna fasilitas publik.
Ke depan, Pemerintah Provinsi DKI Jakarta berkomitmen terus meningkatkan sistem retribusi agar lebih mudah, praktis, dan terpercaya. Partisipasi aktif masyarakat dalam membayar retribusi diharapkan dapat memperkuat sinergi antara pemerintah dan warga. Dengan begitu, Jakarta bisa tumbuh sebagai kota modern yang berdaya saing tinggi, sekaligus tetap inklusif dan berkelanjutan bagi seluruh warganya.
(*)",ok_site_specific,,False
Anyaman Kebumen Go International! Taklukkan Amerika - EropaResearch4 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/research/20250918165138-128-668258/anyaman-kebumen-go-international-taklukkan-amerika--eropa,cnbc,2025-09-22 00:00:00+07:00,www.cnbcindonesia.com,"Anyaman Kebumen Go International! Taklukkan Amerika - Eropa
Jakarta,CNBC Indonesia- Sebuah langkah penting dicatatkan dari Kebumen, Jawa Tengah. Untuk pertama kalinya, produk kerajinan berbahan serat alam asal daerah itu berhasil menembus pasar Amerika Serikat (AS).
PT AgrominaFiber Java Indonesia, UMKM binaan Yayasan Pertamina, mengirim enam kontainer berisi 9.000 keranjang berbahan pelepah pisang dan eceng gondok dengan nilai US$57.200 atau setara Rp937 juta.
Pelepasan ekspor perdana ini dilakukan secara daring pada Selasa (16/9) oleh Direktur Jenderal Pengembangan Ekspor Nasional (PEN) Kementerian Perdagangan, Fajarini Puntodewi.
Dia menegaskan, capaian tersebut menjadi bukti bahwa produk UMKM Indonesia mampu bersaing di pasar global, khususnya pada kategori kerajinan ramah lingkungan. ""Dari Kebumen, kita bisa menghadirkan karya lokal yang kompetitif, berkelanjutan, dan diminati pasar dunia,"" ujarnya.
Keberhasilan ini berawal dari partisipasi PT AgrominaFiber dalam Trade Expo Indonesia (TEI) 2024. Dari ajang itu, transaksi bisnis berkembang hingga menjadi pengiriman nyata ke AS.
Direktur perusahaan, Rudi Hermawan, menekankan bahwa daya tarik produk mereka terletak pada tekstur serta warna alami hasil anyaman, yang semakin relevan dengan tren konsumen global yang mencari produk berkelanjutan.
Di Kebumen sendiri, ekspor ini membuka peluang kerja baru. Lebih dari 300 perajin lokal di berbagai desa kini terlibat dalam rantai produksi, memperkuat dampak ekonomi langsung bagi masyarakat.
Bupati Kebumen Lilis Nuryani menilai capaian ini akan menempatkan Kebumen sebagai salah satu basis produksi ekspor kerajinan yang mengangkat potensi lokal sekaligus meningkatkan kesejahteraan warga.
Sebelumnya, PT AgrominaFiber telah menembus pasar Dubai, Belgia, Nigeria, dan Cile. Target ke depan adalah memperluas pasar, meningkatkan repeat order dari mitra AS, serta mengembangkan produk baru seperti topi anyaman.",ok_trafilatura,,False
"Menkeu Purbaya Target Ekonomi Tumbuh Agresif, Hulu Migas Bisa Jadi Motor",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165221/menkeu-purbaya-target-ekonomi-tumbuh-agresif-hulu-migas-bisa-jadi-motor,liputan6,2025-09-22 10:00:06+07:00,www.liputan6.com,"Liputan6.com, Jakarta - Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan, ekonomi Indonesia bisa tumbuh hingga 6 persen dalam 2 tahun ke depan. Sektor hulu migas (minyak dan gas bumi) diyakini bakal menjadi salah satu motor penting pertumbuhan ekonomi nasional.
""Selain menopang ketahanan energi, sektor hulu migas juga berkontribusi langsung terhadap pemberdayaan industri hulu migas melalui penerapan tingkat komponen dalam negeri (TKDN),"" kata Direktur Eksekutif ReforMiner Institute Komaidi Notonegoro, Senin (22/9/2025).
Menkeu Purbaya Beberkan 3 Kunci Strategi Menuju Negara Maju
Menkeu Purbaya Beberkan 3 Kunci Strategi Menuju Negara Maju
Menkeu Purbaya Pede Indonesia Bisa Jadi Negara Maju Setara Singapura
Menkeu Purbaya Pede Indonesia Bisa Jadi Negara Maju Setara Singapura
Rincian Asumsi Makro APBN 2026: Pertumbuhan Ekonomi Dipatok 5,4%
Rincian Asumsi Makro APBN 2026: Pertumbuhan Ekonomi Dipatok 5,4%
Data SKK Migas mencatat, hingga Juni 2025, realisasi TKDN pada proyek hulu migas telah melampaui target pemerintah. Untuk proyek strategis nasional (PSN), TKDN telah mencapai 58 persen, jauh melampaui target sebesar 18 persen.
Adapun TKDN untuk proyek non-PSN telah menyentuh 59 persen, melebihi target sebesar 57 persen. Tak hanya itu, nilai kontrak barang dan jasa di sektor hulu migas sepanjang semester I 2025 menembus USD 3,57 miliar atau setara Rp 58,7 triliun. Dari jumlah tersebut, belanja dalam negeri tercatat sebesar USD 1,83 miliar atau sekitar Rp 30,1 triliun.
Deputi Dukungan Bisnis SKK Migas Eka Bhayu Setta mengatakan, penerapan TKDN tidak hanya mendorong efisiensi biaya dan kemandirian industri, tapi juga menyerap tenaga kerja dan menciptakan peluang usaha baru bagi pelaku industri lokal.
""Pencapaian TKDN hulu migas menunjukkan multiplier effect yang nyata terhadap perekonomian nasional. Industri dalam negeri tidak hanya menjadi penonton, tetapi ikut aktif berkontribusi dalam rantai pasok migas,"" ungkapnya.
Dorong Pengusaha Baru Lahir
Ke depan, Eka mendorong TKDN harus terus ditingkatkan. Sehingga setiap dolar investasi migas yang masuk ke Indonesia memberikan manfaat optimal.
Menurut dia, masifnya proyek hulu migas diimbangi dengan mendorong lahirnya pengusaha baru di sektor penunjang. Sehingga manfaat keberadaan industri hulu migas semakin dirasakan langsung oleh masyarakat sekitar.
""Sebagai wujud pemberdayaan, SKK Migas merevisi kebijakan pengadaan sehingga perusahaan lokal kini bisa mengakses kontrak hingga Rp 50 miliar,"" ujar Eka.
Menimpali pernyataan tersebut, Sekretaris Daerah Provinsi Riau Syahrial Abdi menyebut keberadaan industri hulu migas memberikan dampak, baik secara langsung maupun tidak langsung bagi masyarakat daerah.
""Ini mungkin bisa langsung mendorong pembangunan daerah secara tidak langsung untuk pertumbuhan ekonomi di masyarakat. Artinya ada uang yang berputar juga di masyarakat,"" imbuh Syahrial
Khususnya melalui dana bagi hasil (DBH) migas yang menjadi penopang Anggaran dan Belanja Daerah (APBD). Pada 2023, DBH Migas untuk Riau tercatat sebesar Rp 3,2 triliun, turun menjadi Rp 2,3 triliun pada 2024, dan diperkirakan naik sedikit menjadi Rp 2,6 triliun pada 2025, dengan asumsi harga minyak USD 82 per barel.
Data Badan Pusat Statistik (BPS) mencatat, ekonomi Riau semester II 2025 tumbuh 4,59 persen, sekaligus menempatkannya sebagai wilayah dengan Produk Regional Domestik Bruto (PDRB) kedua terbesar di Sumatera setelah Sumatera Utara.
Syahrial menekankan perlunya sinergi antara pemerintah daerah, SKK Migas, dan Kontraktor Kontrak Kerja Sama (KKKS) untuk memastikan produksi migas berjalan stabil tanpa hambatan.
Seluruh stakeholder hulu migas juga perlu menyiapkan langkah antisipasi atas potensi penemuan baru, agar manfaat yang dihasilkan bisa semakin besar bagi Riau maupun ketahanan energi nasional. ""Skema unconventional drilling mungkin perlu dipersiapkan dengan baik agar benar mendapatkan tambahan manfaat dari penemuan baru tersebut,"" pungkasnya.",ok_site_specific,,False
