judul_berita,url_berita,tanggal_berita,source_domain,artikel_berita,status,error,tanggal_berita_dt,cluster_id,kategori_isu,cluster_label
Jerman dan Swedia Kerahkan Jet Tempur Cegat Pesawat Pengintai IL-20M Rusia di Atas Laut Baltik,https://www.tribunnews.com/internasional/7733154/jerman-dan-swedia-kerahkan-jet-tempur-cegat-pesawat-pengintai-il-20m-rusia-di-atas-laut-baltik,2025-09-24T22:22:00+07:00,www.tribunnews.com,"Jerman dan Swedia Kerahkan Jet Tempur Cegat Pesawat Pengintai IL-20M Rusia di Atas Laut Baltik
TRIBUNNEWS.COM - Friksi antara Rusia dan NATO di perbatasan udara masing-masing negara anggotanya makin sering terjadi seiring berlarutnya perang Ukraina .
Drone maupun pesawat-pesawat Rusia dituding NATO sengaja melanggar perbatasan udara dalam sejumlah insiden beberapa pekan belakangan.
Situasi ini membuat NATO kian sensitif dan bergerak cepat atas potensi pelanggaran udara apapun bentuknya.
Terbaru, sensitivitas itu ditunjukkan jet tempur Jerman dan Swedia yang dikerahkan untuk mencegat pesawat pengintai Rusia yang memasuki wilayah udara netral di atas Laut Baltik pada Minggu pagi, NPR melaporkan, Rabu (24/9/2025) merujuk pernyataan pejabat dari Jerman dan Swedia .
Pejabat Jerman mengatakan NATO memerintahkan ""pasukan peringatan reaksi cepat"" Jerman untuk menyelidiki pesawat tak dikenal yang terbang tanpa rencana atau kontak radio.
Jerman diketahui menggunakan Jet tempur Eurofighter Typhoon sebagai pesawat reaksi cepat mereka.
""Pesawat itu ternyata adalah pesawat pengintai IL-20M Rusia . Setelah mengidentifikasinya secara visual, Bundeswehr [militer Jerman ] menyerahkan pengawalan kepada mitra NATO Swedia kami @SwedenNato dan kembali ke Rostock-Laage,"" demikian pernyataan delegasi Jerman untuk NATO dalam sebuah postingan di X.
Angkatan udara Swedia mengatakan pesawat tempurnya ""mengidentifikasi dan memantau pesawat pengintai IL-20 Rusia di wilayah udara internasional.""
Taktik Rusia Alihkan Perhatian NATO dari Ukraina
Ini adalah peristiwa terbaru setelah serangkaian serangan oleh pesawat militer Rusia ke wilayah udara NATO pada bulan September, yang menyebabkan meningkatnya ketegangan antara NATO dan Rusia .
Pada hari Jumat, Estonia mengatakan tiga jet tempur MiG-31 Rusia memasuki wilayah udaranya tanpa izin dan tetap di sana selama total 12 menit.
Perdana Menteri Estonia Kristen Michal menggunakan Pasal 4 NATO , yang memungkinkan anggota NATO mengadakan konsultasi dengan aliansi tersebut apabila ada negara yang meyakini dirinya terancam.
Estonia juga memanggil kuasa usaha Moskow sebagai protes, tetapi Kementerian Pertahanan Rusia membantah tuduhan bahwa mereka telah melanggar wilayah udara Estonia.
Presiden Trump ditanyai tentang insiden tersebut oleh wartawan pada hari Jumat.",ok_site_specific,,2025-09-24 22:22:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Rupiah Amblas ke Rp16.481 Imbas Sri Mulyani Tak Lagi Menkeu Ekonomi • 2 minggu yang lalu,https://www.cnnindonesia.com/ekonomi/20250909152231-78-1271731/rupiah-amblas-ke-rp16481-imbas-sri-mulyani-tak-lagi-menkeu,2025-09-09T15:58:54+07:00,www.cnnindonesia.com,"CNN Indonesia
Selasa, 09 Sep 2025 15:58 WIB
Jakarta, CNN Indonesia --
Nilai tukar rupiah melemah ke Rp16.481 per dolar AS pada penutupan perdagangan Selasa (9/9) sore hari.
Kurs itu melemah 172 poin atau 1,05 persen dibandingkan penutupan perdagangan sebelumnya.
Sementara itu, kurs referensi Bank Indonesia (BI) Jakarta Interbank Spot Dollar Rate (Jisdor) menempatkan posisi rupiah Rp16.462 per dolar AS.
Mata uang negara-negara Asia bervariasi. Baht Thailand melemah 0,02 persen, yen Jepang naik 0,22 persen, dolar Singapura naik 0,06 persen dan yuan China minus 0,04 persen.
Beberapa mata uang negara maju juga bervariasi. Euro Eropa turun 0,25 persen, poundsterling Inggris naik 0,13 persen, franc Swiss melemah 0,6 persen, dolar Australia turun 0,26 persen.
Analis Doo Financial Futures mengatakan rupiah melemah usai Sri Mulyani tak lagi menjadi Menteri Keuangan RI.
""Rupiah melemah cukup besar terhadap dolar AS di tengah sentimen risk off di pasar ekuitas domestik oleh kekhawatiran fiskal pemerintah menyusul penggantian Sri Mulyani,"" ujarnya pada CNNIndonesia.com.
(fby/sfr)
TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-09 15:58:54+07:00,6,Internasional,Harga batu bara naik akibat permintaan listrik untuk teknologi AI.
Dino Patti Djalal: Pidato Prabowo di PBB Kontras dengan Gaya Trump,https://www.tribunnews.com/nasional/7733151/dino-patti-djalal-pidato-prabowo-di-pbb-kontras-dengan-gaya-trump,2025-09-24T22:14:00+07:00,www.tribunnews.com,"Mantan Wakil Menteri Luar Negeri Dino Patti Djalal menilai pidato Presiden Prabowo Subianto dalam Sidang Majelis Umum PBB sangat berbeda dari gaya Presiden AS Donald Trump . Prabowo menekankan kerja sama antarbangsa dan perdamaian dunia, sementara Trump lebih menonjolkan kepentingan nasional dan gaya retoris yang keras.
TRIBUNNEWS.COM, JAKARTA – Pidato Presiden Republik Indonesia (RI) Prabowo Subianto dalam Sidang Majelis Umum ke-80 Perserikatan Bangsa-Bangsa (PBB) menuai sorotan dari berbagai kalangan, termasuk mantan Wakil Menteri Luar Negeri Dino Patti Djalal.
Dalam video yang diunggah melalui akun Instagram pribadinya, @dinopattidjalal, Rabu (24/9/2025), Dino menyebut gaya dan substansi pidato Prabowo sangat kontras dengan pidato Presiden Amerika Serikat Donald Trump .
“Pidato itu memberikan kontras dengan pidato sebelumnya dari Presiden Trump. Baik dari segi substansi, dari segi gaya, dari segi elegansi dan lain sebagainya,” kata Dino.
Menurut Dino, Prabowo tidak menonjolkan kepentingan nasional sempit. Sebaliknya, ia menekankan pentingnya prinsip internasionalisme dan solidaritas global.
“Saya melihat bahwa dalam pidato itu Presiden Prabowo sama sekali tidak bicara mengenai Indonesia first gitu ya. Karena ini kan sedang marak ya di berbagai negara gitu ya. Me first attitude ya,” ujarnya.
“Beliau menjelaskan mengenai Indonesia tapi beliau menekankan pentingnya internasionalisme dan beliau menekankan secara elegan bahwa negara-negara umat manusia harus bersatu ya untuk perdamaian dunia,” ia menambahkan.
Dino juga menyebut pidato Prabowo menunjukkan sikap kenegarawanan dan kedewasaan berpikir, berbeda dari pidato Trump yang menurutnya lebih banyak memuji diri sendiri dan merendahkan pihak lain.
“Ini tentu kontras dengan pidato sebelumnya yang disampaikan oleh Presiden Trump,” ujar Dino.
Isi Pidato Prabowo dan Trump di Sidang PBB
Dalam pidatonya di Markas Besar PBB, New York, Presiden Prabowo Subianto menekankan pentingnya solidaritas global dan penolakan terhadap politik blok.
Ia menyatakan, “Indonesia percaya bahwa kerja sama antarbangsa adalah kunci untuk menghadapi tantangan umat manusia.”
Sementara itu, Presiden Amerika Serikat Donald Trump menegaskan prinsip nasionalisme dalam pidatonya dengan pernyataan, “The future does not belong to globalists. The future belongs to patriots.”
Gaya retoris Trump dinilai lebih keras dan berfokus pada pencapaian domestik Amerika Serikat.
Meski gaya keduanya berbeda, Trump secara terbuka memuji pidato Prabowo. Dalam pernyataan yang disampaikan usai sidang, Trump mengatakan, “You did a great job,” dan menyebut Prabowo sebagai pemimpin yang berani karena menyampaikan pidato dengan gebrakan meja yang tegas.
Sebagai informasi, Prabowo mendapat urutan ketiga dalam daftar pembicara Sidang Majelis Umum ke-80 PBB.
Pidatonya berlangsung di tengah sorotan dunia terhadap isu geopolitik, krisis kemanusiaan, dan ketegangan antarnegara.",ok_site_specific,,2025-09-24 22:14:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
Andi Gani Tinjau Sekolah dan Resmikan Pembangunan Rumah Tahfidz di Pali Sumatera Selatan,https://www.tribunnews.com/regional/7733115/andi-gani-tinjau-sekolah-dan-resmikan-pembangunan-rumah-tahfidz-di-pali-sumatera-selatan,2025-09-24T20:48:00+07:00,www.tribunnews.com,"TRIBUNNEWS.COM, JAKARTA - Penasihat Kapolri Andi Gani Nena Wea melakukan kunjungan ke Sekolah Islam Syarifudin Umar Yapika Umar Ruib di Desa Tempirai Selatan, Kabupaten Pali, Sumatera Selatan , Rabu (24/9/2024).
Setelah menempuh perjalanan darat selama 4 jam dari Kota Palembang, Andi Gani tiba di lokasi dan disambut Ketua Yayasan Syarifudin Umar Yapika Umar Ruib, Subiyanto Pudin, jajaran pengajar, serta Kapolres Pali AKBP Yunar H.P Sirait.
Dalam kesempatan tersebut, Andi Gani meninjau langsung gedung sekolah yang dibangunnya pada tahun 2018.
Ia mengaku bersyukur karena fasilitas pendidikan itu kini dapat dimanfaatkan oleh masyarakat Desa Tempirai Selatan dan sekitarnya.
""Saya sangat senang melihat sekolah ini tumbuh dan bermanfaat. Anak-anak di sini berhak mendapat pendidikan yang baik agar bisa meraih masa depan yang cerah,"" kata Andi Gani.
Tak hanya itu, Andi Gani juga melakukan peletakan batu pertama pembangunan Rumah Tahfidz Al-Qur’an dan Rumah Yatim Piatu di bawah naungan Yayasan Syarifudin Umar Yapika Umar Ruib.
Andi Gani berharap, fasilitas baru ini segera rampung dan bisa digunakan masyarakat.
""Saya akan mengajak sahabat-sahabat saya untuk bersama-sama membantu melengkapi sarana dan prasarana sekolah ini. Keberadaan Rumah Tahfidz dan Rumah Yatim Piatu akan semakin memperkuat pendidikan karakter dan agama bagi anak-anak di Tempirai Selatan,"" jelasnya.
Selain berdialog dengan para siswa SD dan SMP, Andi Gani juga menyampaikan apresiasi kepada Ketua Yayasan Subiyanto Pudin yang dinilainya konsisten bekerja keras menghadirkan akses pendidikan di pelosok.
""Saya berdoa semoga anak-anak di sini bisa tumbuh menjadi generasi terbaik yang membanggakan orang tua, masyarakat, dan bangsa,"" ucapnya.",ok_site_specific,,2025-09-24 20:48:00+07:00,3,Internasional,Sri Mulyani mengakhiri jabatan sebagai Menteri Keuangan setelah 18 tahun.
"Penjual di E-commerce Omzet Besar Resmi Kena Pajak 0,5 Persen",https://finance.detik.com/foto-bisnis/d-8014127/penjual-di-e-commerce-omzet-besar-resmi-kena-pajak-0-5-persen,2025-07-16T14:30:42+07:00,finance.detik.com,"Jakarta - Penjual e-commerce dengan omzet di atas Rp500 juta kini kena pajak. Tarif PPh 22 sebesar 0,5 persen akan dipungut langsung oleh lokapasar.
Foto Bisnis
Penjual di E-commerce Omzet Besar Resmi Kena Pajak 0,5 Persen
Rabu, 16 Jul 2025 14:30 WIB",ok_trafilatura,,2025-07-16 14:30:42+07:00,0,Kemenkeu,Pemerintah kejar penunggak pajak besar dan kaji stagnansi rasio pajak.
"Dana SEA Games 2025 'Baru' Rp10 Miliar, Erick Coba Temui Purbaya Olahraga • 3 hari yang lalu",https://www.cnnindonesia.com/olahraga/20250922153152-178-1276408/dana-sea-games-2025-baru-rp10-miliar-erick-coba-temui-purbaya,2025-09-22T16:31:55+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 22 Sep 2025 16:31 WIB
Jakarta, CNN Indonesia --
Menpora RI Erick Thohir berencana membuka diskusi dengan Menteri Keuangan Purbaya Yudhi Sadewa mengingat kontingen Indonesia baru mendapat anggaran Rp10 miliar untuk SEA Games 2025.
""Saya sedang meminta waktu dengan Menteri Keuangan. Saya tahu Pak Purbaya adalah sahabat saya ketika di jabatan yang sebelumnya,"" kata Erick di kantor NOC Indonesia, Jakarta, Senin (22/9).
""Tetapi memang anggaran hari ini masih terkunci meski persiapan SEA Games tinggal dua bulan,"" ucap Erick menambahkan.
Untuk SEA Games 2025, Erick menyebut Indonesia kehilangan 41 emas. Ini karena panitia penyelenggara di Thailand mencoret banyak nomor pertandingan potensi emas bagi tim Merah Putih.
""Dari [potensi] 87 medali emas, berkurang 41 emas. Jadi ranking berapa? Mungkin [Indonesia] nanti di peringkat kelima atau keenam di SEA Games [2025]. Jadi ini yang ingin sama-sama kami review dengan KOI dan tim peninjau masing-masing,"" kata Erick.
""Untuk nantinya seperti apa, kami akan bicarakan dengan cabang olahraga untuk potensi emas tambahan,"" ujar Erick.
Erick menyebut anggaran yang terbatas berpotensi memangkas jumlah atlet yang berangkat. Otomatis, kuantitas wakil yang bertolak ke Thailand bisa berpengaruh terhadap torehan medali yang didapat.
""Kalau dulu, 87 [emas] bisa ranking ketiga. Sekarang dikurang 41 [emas] bisa peringkat keenam mungkin. Apalagi dari pendanaan yang sekarang tersedia itu baru Rp10 miliar, berarti kami hanya bisa mengirim 120 atlet [jika anggaran tak bertambah,"" ucap Erick.
""Karena itu saya ingin duduk dengan Menkeu [Purbaya], tapi dia sibuk sekali, kasihan. Tapi saya yakin Pak Menkeu punya kecintaan yang sama dengan olahraga nasional karena rata-rata mengirim 900-an atlet,"" tutur Erick.
Menpora menjelaskan dari setiap ajang SEA Games pengeluaran untuk pengiriman atlet berkisar Rp45 miliar hingga Rp65 miliar. SEA Games 2025 Thailand akan berlangsung 9-20 Desember mendatang.
(ikw/har) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-22 16:31:55+07:00,-1,Nasional,Campuran/Umum (noise).
"Purbaya Tegaskan Data Ekonomi RI Tumbuh 5,12 Persen Bukan Manipulasi Ekonomi • 3 hari yang lalu",https://www.cnnindonesia.com/ekonomi/20250922162321-532-1276432/purbaya-tegaskan-data-ekonomi-ri-tumbuh-512-persen-bukan-manipulasi,2025-09-22T19:30:38+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 22 Sep 2025 19:30 WIB
Jakarta, CNN Indonesia --
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memastikan pertumbuhan ekonomi Indonesia yang mencapai 5,12 persen pada kuartal II/2025 bukan hasil manipulasi Badan Pusat Statistik (BPS).
Menurutnya, data yang sajikan BPS memang mencerminkan ekonomi Indonesia. Ia justru mengatakan pihak yang meragukan data tersebut tidak mengerti soal ekonomi.
""Sebagian dari Anda anggap angka ini salah, 5,12 persen katanya lima tambah dua tambah satu (jadi) 8 (persen). Sebenarnya bukan itu. Triwulan kedua angkanya memang seperti itu, tidak ada manipulasi BPS. Kalau yang nyangka-nyangka itu ekonominya enggak berapa ngerti,"" kata Purbaya dalam Konferensi Pers APBN KiTA di Kementerian Keuangan, Jakarta Pusat, Senin (22/9).
Purbaya mengatakan pertumbuhan ekonomi bisa mencapai 5,12 persen karena laju pertumbuhan peredaran uang yang cukup kencang. Dengan demikian, mendorong belanja konsumen tumbuh kuat.
""Jadi lihat juga suplai uang pada waktu itu seperti apa,"" kata Purbaya.
Lebih lanjut, Purbaya mengatakan pertumbuhan ekonomi 5,12 persen mencerminkan ekonomi domestik yang terjaga. Ekonomi domestik ditopang oleh konsumsi rumah tangga yang tangguh, investasi yang meningkat, dan ekspor yang tetap kuat.
Kendati demikian, ia mengatakan ekonomi domestik masih dibayangi risiko global, termasuk perang dagang antara Amerika Serikat (AS) dengan China. Dinamika global masih jadi faktor risiko yang harus terus dipantau dan dimitigasi.
""Indeks ketidakpastian kebijakan global dalam tren menurun sejak April tahun lalu. Namun masih harus terus diwaspadai karena dinamika kebijakan tarif resiprokal AS masih sangat tinggi terutama dengan Tiongkok,"" imbuhnya.
Sebelumnya, BPS mengumumkan ekonomi Indonesia tumbuh 5,12 persen (yoy) pada kuartal II 2025. Ekonomi RI berdasarkan besaran produk domestik bruto (PDB) kuartal II 2025 atas dasar harga berlaku adalah Rp5.947 triliun dan atas dasar harga konstan Rp3.396,3 triliun.
Pertumbuhan itu setara 4,04 persen jika dibandingkan kuartal I 2025. Pada kuartal pertama 2025, ekonomi Indonesia tumbuh 4,87 persen (yoy).
Data itu diragukan sejumlah ekonom, termasuk ekonom dari Center of Economic and Law Studies (CELIOS) Nailul Huda. Ia menilai data itu janggal karena pertumbuhan ekonomi kuartal II lebih tinggi dibanding kuartal I yang mempunyai momentum Lebaran.
""Pengumuman pertumbuhan ekonomi triwulan II 2025 penuh kejanggalan dan tanda tanya publik. Saya tidak percaya dengan data yang disampaikan (BPS) mewakili kondisi ekonomi yang sebenarnya,"" kata Nailul kepada detikcom, Selasa (5/8/2025).
(fby/dhf) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-22 19:30:38+07:00,2,Internasional,Menteri Keuangan bahas kebijakan fiskal moneter dan pertumbuhan ekonomi Indonesia.
"Pendapatan Naik, Sri Mulyani Senang APBN Akhirnya Surplus",https://finance.detik.com/foto-bisnis/d-7928912/pendapatan-naik-sri-mulyani-senang-apbn-akhirnya-surplus,2025-05-23T20:00:06+07:00,finance.detik.com,"Jakarta - APBN berbalik surplus Rp 4,3 T usai defisit 3 bulan awal tahun. Penerimaan pajak jadi penyumbang terbesar Rp 557,1 T.
Foto Bisnis
Pendapatan Naik, Sri Mulyani Senang APBN Akhirnya Surplus
Jumat, 23 Mei 2025 20:00 WIB
Pendapatan Naik, Sri Mulyani Senang APBN Akhirnya Surplus
Jumat, 23 Mei 2025 20:00 WIB
Jakarta - APBN berbalik surplus Rp 4,3 T usai defisit 3 bulan awal tahun. Penerimaan pajak jadi penyumbang terbesar Rp 557,1 T.
Berita Terkait
Berita detikcom Lainnya",ok_trafilatura,,2025-05-23 20:00:06+07:00,6,Internasional,Harga batu bara naik akibat permintaan listrik untuk teknologi AI.
"Purbaya Guyur Bank Rp200 T, Zulhas Singgung Jatah Kopdes Merah Putih Ekonomi • 1 minggu yang lalu",https://www.cnnindonesia.com/ekonomi/20250915134736-92-1273846/purbaya-guyur-bank-rp200-t-zulhas-singgung-jatah-kopdes-merah-putih,2025-09-15T19:03:22+07:00,www.cnnindonesia.com,"CNN Indonesia
Senin, 15 Sep 2025 19:03 WIB
Jakarta, CNN Indonesia --
Menteri Koordinator Bidang Pangan Zulkifli Hasan atau Zulhas menyinggung jatah pinjaman Koperasi Desa/Kelurahan Merah Putih (Kopdes Merah Putih) usai Menteri Keuangan Purbaya Yudhi Sadewa mengguyur Rp200 triliun ke sejumlah bank.
Zulhas mengatakan Rp200 triliun itu tak hanya mengendap sebagai deposito. Menurutnya, ada porsi khusus dari dana jumbo itu untuk Kopdes Merah Putih.
""Kami melihat, mendengar dan membaca dan sudah juga mengetahui langsung bahwa Menteri Keuangan sudah menempatkan Rp200 triliun di Himbara. Yang ini kami tunggu, tadi itu sudah berbulan-bulan ya dan sekarang sudah ada,"" kata Zulhas usai rapat koordinasi di Kantor Kemenko Pangan, Jakarta Pusat, Senin (15/9).
""Oleh karena itu, saya kira pinjaman untuk Koperasi Desa/Kelurahan Merah Putih. Jadi modalnya sudah ada, sudah ada modalnya,"" tambahnya.
Zulhas menekankan agar bank segera menyalurkan porsi dana tersebut ke Kopdes. Ia mengingatkan program Kopdes Merah Putih sudah diluncurkan berbulan-bulan lalu, tapi koperasi belum mendapatkan akses modal secara nyata.
""Sekali lagi Pak Dony Oskaria (COO Danantara) dan Menteri Keuangan, kami meminta percepatan penyalurannya pinjaman ini,"" tegas Zulhas.
""Jangan sampai dana ini mengendap agak lama gitu, padahal koperasi sudah sangat membutuhkan,"" tegasnya.
Zulhas menyebut tambahan modal bagi Kopdes Merah Putih diharapkan dapat membantu aktivitas masyarakat. Ia mengatakan Kopdes juga berpotensi berperan dalam memperpendek rantai pasok yang selama ini berlangsung panjang di tingkat desa.
""Gas melon, sembako, yang layak perlu minyak goreng, perlu gula, perlu beras, dan lain-lain. Juga pupuk, karena sebentar lagi akan mulai masa tanam, itu diperlukan. Dan koperasi ini akan memotong rantai pasok yang panjang juga untuk mengeliminir di desa-desa itu tengkulak,"" ucapnya.
Kopdes Merah Putih resmi bisa mengajukan pinjaman modal ke bank-bank Himbara setelah pemerintah merampungkan dua aturan pendukung, yakni Peraturan Menteri Keuangan Nomor 49 Tahun 2025 tentang Tata Cara Pinjaman Kopdes/Kelurahan Merah Putih, serta PMK Nomor 63 Tahun 2025 tentang Pengelolaan Saldo Anggaran Lebih.
Menteri Keuangan Purbaya Yudhi Sadewa sebelumnya telah menyalurkan Rp200 triliun ke lima bank Himbara pada 12 September 2025.
Dana tersebut berasal dari saldo anggaran lebih (SAL) pemerintah yang selama ini disimpan di Bank Indonesia dan kini ditempatkan dalam bentuk deposito di Mandiri, BRI, BTN, BNI, serta BSI. Penempatan ini bersifat on call sehingga dapat ditarik kembali sewaktu-waktu oleh pemerintah.
(del/dhf) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2025-09-15 19:03:22+07:00,-1,Nasional,Campuran/Umum (noise).
Banggar DPR Soroti Persoalan Utang Pemerintah di RAPBN 2022 Ekonomi • 4 tahun yang lalu,https://www.cnnindonesia.com/ekonomi/20210706133250-532-663839/banggar-dpr-soroti-persoalan-utang-pemerintah-di-rapbn-2022,2021-07-06T15:13:51+07:00,www.cnnindonesia.com,"CNN Indonesia
Selasa, 06 Jul 2021 15:13 WIB
Jakarta, CNN Indonesia --
Badan Anggaran (Banggar) DPR menyoroti persoalan utang dan bunga utang pemerintah dalam Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) 2022 dan Rencana Kerja Pemerintah (RKP) 2022.
Sorotan diberikan saat Rapat Paripurna DPR ke-22 Masa Persidangan V 2020-2021 pada Selasa (6/7) ini. Sorotan ini diberikan dalam rangka penyampaian Banggar terhadap hasil pembahasan pembicaraan pendahuluan RAPBN 2022 dan RKP 2022.
""Kebijakan pembayaran utang 2022 agar mengendalikan utang secara fleksibel dan penuh kehati-hatian dengan menjaga rasio utang dalam batas aman 43,76 persen sampai 44,28 persen terhadap PDB,"" ujar Wakil Ketua Banggar DPR Muhidin Mohamad Said.
Rasio utang tersebut, sambung Muhidin, merupakan yang sudah disepakati oleh pemerintah dan Banggar DPR dalam pembahasan melalui tim panja pada beberapa hari terakhir. Selain memberi perhatian pada kebijakan pengelolaan utang, Banggar juga memberi masukan terhadap pengelolaan bunga utang.
""Kebijakan pembayaran bunga utang agar memenuhi kewajiban pemerintah untuk menjaga akuntabilitas pengelolaan utang,"" katanya.
Selanjutnya, Banggar juga menilai pemerintah perlu meningkatkan efisiensi bunga utang pada tingkat rasio yang terkendali melalui pemilihan komposisi utang dan pengelolaan portofolio yang optimal.
Tak ketinggalan, Banggar juga meminta pemerintah memperhatikan kebijakan utang agar mereka bisa mengejar target defisit APBN sebesar 4,51 persen sampai 4,85 persen terhadap PDB. Target defisit ini merupakan asumsi yang sudah disepakati oleh pemerintah dan Banggar DPR.
Banggar DPR dan pemerintah sudah menyepakati asumsi indikator lain terkait pembiayaan 2022. Untuk rasio pembiayaan di APBN dipatok di angka 4,51 persen sampai 4,85 persen.
Untuk porsi pembiayaan dari Surat Berharga Negara (SBN) netto sebesar 4,81 persen hingga 5,8 persen dan reinvestasi 0,3 persen hingga 0,95 persen.
Sementara per Mei 2021, jumlah utang pemerintah sebesar Rp6.418,15 triliun atau setara 40,49 persen dari PDB. Jumlahnya turun Rp109,14 triliun dalam sebulan terakhir dari Rp6.527,29 triliun atau 41,18 persen dari PDB pada akhir April 2021.
(uli/agt) TOPIK TERKAIT
ARTIKEL
TERKAIT
TERKAIT
LAINNYA DI DETIKNETWORK",ok_trafilatura,,2021-07-06 15:13:51+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
"Pemerintah Siapkan Anggaran Rp 15,66 T buat Gaji Magang-Insentif PPh",https://finance.detik.com/berita-ekonomi-bisnis/d-8125146/pemerintah-siapkan-anggaran-rp-15-66-t-buat-gaji-magang-insentif-pph,2025-09-23T07:30:04+07:00,finance.detik.com,"Kementerian Keuangan (Kemenkeu) telah menyiapkan anggaran sebesar Rp 15,66 triliun untuk delapan paket ekonomi semester II-2025. Dari total anggaran itu, sebanyak Rp 12,79 triliun berasal dari APBN dan non-APBN Rp 2,87 triliun.
""Total APBN Rp 12,79 triliun untuk paket ekonomi semester-II dan non-APBN terutama dari BPJS adalah Rp 2,87 triliun. Ini kita jalankan, seluruh aturan kita siapkan,"" kata Wakil Menteri Keuangan (Wamenkeu) Suahasil Nazara dalam konferensi pers APBN Kita, di kantornya, Jakarta Pusat, Senin (22/9/2025).
Suahasil menjelaskan saat ini pihaknya sedang menyiapkan serta mendesain alokasi anggaran untuk masing-masing program. Berdasarkan data yang dipaparkan, program magang lulusan perguruan tinggi menyasar 20 ribu orang dengan anggaran sebesar Rp 198 miliar.
SCROLL TO CONTINUE WITH CONTENT
Lalu, program perluasan PPh 21 ditanggung pemerintah (DTP) menargetkan 552 ribu pekerja dengan estimasi anggaran sebesar Rp 120 miliar. Untuk merealisasikan program ini, diperlukan revisi Peraturan Menteri Keuangan (PMK) 10 tahun 2025.
Program bantuan pangan menargetkan 18,3 juta keluarga penerima manfaat (KPM) dengan estimasi anggaran sebesar Rp 7 triliun. Lalu, bantuan iuran jaminan kecelakaan kerja (JKK) serta jaminan kematian (JKM) dengan diskon 50% untuk enam bulan. Estimasi anggaran sebesar Rp 18,4 miliar yang ditanggung oleh BP Jamsostek.
Program manfaat layanan tambahan perumahan menyasar 1.050 unit dengan estimasi anggaran Rp 150 miliar yang ditanggung oleh BPJS Ketenagakerjaan. Untuk program padat karya tunai (cash for work) dengan menargetkan 609.465 orang dengan alokasi anggaran Rp 3,6 triliun untuk Kementerian Pekerjaan Umum (PU) dan Rp 1,8 triliun untuk Kementerian Perhubungan.
Lalu, program percepatan deregulasi terkait rencana detail tata ruang (RDTR) digital dan integrasi ke sistem OSS dialokasikan anggaran Rp 175 miliar. Terakhir, program perkotaan dengan peningkatan kualitas permukiman dan penyediaan tempat untuk gigs economy dengan estimasi anggaran Rp 2,7 triliun.
""Kita sekarang sedang desain dan menyiapkan alokasi anggaran untuk program paket ekonomi, seperti program magang, perluasan PPh 21 DTP, bantuan pangan, bantuan iuran JKK, JKM,"" terang Suahasil.
[Gambas:Video 20detik]",ok_site_specific,,2025-09-23 07:30:04+07:00,5,Nasional,DPR setujui anggaran triliunan rupiah untuk berbagai program pemerintah.
